FlowerID,Genotype,Plant_Sex,Flowering_Date,Location
Kazirakwe_16_Phase3_R30C7,ITC1355,female,2019-03-26,Sendusu
Nakasabira_14_Phase1_R33C8,Nakasabira,female,2019-03-27,Sendusu
Kazirakwe_14_Phase1_R28C9,ITC1355,female,2019-03-27,Sendusu
Nakasabira_14_Phase1_R32C17,Nakasabira,female,2019-03-27,Sendusu
Kazirakwe_14_Phase2_R28C5,ITC1355,female,2019-03-27,Sendusu
Kabucuragye_14_Phase2_R21C2,Kabucuragye,female,2019-03-27,Sendusu
Kazirakwe_16_Phase3_R28C3,ITC1355,female,2019-03-28,Sendusu
Nakasabira_16_Phase3_R32C8,Nakasabira,female,2019-03-29,Sendusu
29275S-1_14_R8P2,29275S-1,female,2019-03-29,Sendusu
Nakyetengu_14_Phase1_R8C13,IITA-Nakyetengu,female,2019-04-01,Sendusu
Enzirabahima_14_Phase1_R27C4,ITC1354,female,2019-04-01,Sendusu
Nfuuka_14_Phase2_R13C4,Nfuuka,female,2019-04-01,Sendusu
Entukura_16_Phase3_R4C4,Entukura,female,2019-04-01,Sendusu
Entukura_16_Phase3_R5C9,Entukura,female,2019-04-01,Sendusu
Enzirabahima_16_Phase3_R27C1,ITC1354,female,2019-04-01,Sendusu
29364S-2_14_R11P8,29364S-2,female,2019-04-01,Sendusu
Nakyetengu_14_Phase1_R9C7,IITA-Nakyetengu,female,2019-04-02,Sendusu
Nakyetengu_14_Phase1_R7C18,IITA-Nakyetengu,female,2019-04-02,Sendusu
Kabucuragye_14_Phase1_R20C17,Kabucuragye,female,2019-04-02,Sendusu
Tereza_14_Phase1_R16C6,Tereza,female,2019-04-03,Sendusu
Tereza_14_Phase2_R16C7,Tereza,female,2019-04-03,Sendusu
Entukura_14_Phase2_R5C2,Entukura,female,2019-04-03,Sendusu
Kazirakwe_14_Phase1_R30C16,ITC1355,female,2019-04-04,Sendusu
Nakasabira_14_Phase2_R33C8,Nakasabira,female,2019-04-04,Sendusu
Entukura_14_Phase2_R5C3,Entukura,female,2019-04-04,Sendusu
Enzirabahima_14_Phase1_R26C15,ITC1354,female,2019-04-06,Sendusu
Nfuuka_14_Phase2_R14C9,Nfuuka,female,2019-04-06,Sendusu
Entukura_14_Phase1_R5C1,Entukura,female,2019-04-08,Sendusu
Enzirabahima_14_Phase1_R25C13,ITC1354,female,2019-04-08,Sendusu
Entukura_14_Phase2_R4C9,Entukura,female,2019-04-08,Sendusu
Enzirabahima_16_Phase3_R25C10,ITC1354,female,2019-04-08,Sendusu
29364S-2_14_R10P3,29364S-2,female,2019-04-08,Sendusu
25974S-17_14_R4P3,25974S-17,female,2019-04-08,Sendusu
29275S-4_14_R1P1,29275S-4,female,2019-04-08,Sendusu
Kazirakwe_14_Phase1_R28C18,ITC1355,female,2019-04-09,Sendusu
Tereza_14_Phase1_R16C8,Tereza,female,2019-04-10,Sendusu
Nakasabira_14_Phase1_R31C18,Nakasabira,female,2019-04-13,Sendusu
Entukura_14_Phase2_R6C5,Entukura,female,2019-04-13,Sendusu
Entukura_14_Phase2_R5C1,Entukura,female,2019-04-13,Sendusu
Entukura_16_Phase3_R6C3,Entukura,female,2019-04-13,Sendusu
Entukura_14_Phase2_R5C9,Entukura,female,2019-04-13,Sendusu
Enzirabahima_16_Phase3_R25C1,ITC1354,female,2019-04-13,Sendusu
Entukura_14_Phase1_R4C9,Entukura,female,2019-04-15,Sendusu
Entukura_14_Phase1_R6C12,Entukura,female,2019-04-15,Sendusu
Nakyetengu_14_Phase1_R7C6,IITA-Nakyetengu,female,2019-04-15,Sendusu
Nakyetengu_14_Phase1_R8C15,IITA-Nakyetengu,female,2019-04-15,Sendusu
Enzirabahima_14_Phase1_R26C2,ITC1354,female,2019-04-15,Sendusu
Entukura_14_Phase2_R5C4,Entukura,female,2019-04-15,Sendusu
Nfuuka_16_Phase3_R15C6,Nfuuka,female,2019-04-15,Sendusu
Kazirakwe_16_Phase3_R28C2,ITC1355,female,2019-04-15,Sendusu
Kabucuragye_14_Phase1_R19C12,Kabucuragye,female,2019-04-16,Sendusu
Kabucuragye_16_Phase3_R20C10,Kabucuragye,female,2019-04-16,Sendusu
Kabucuragye_16_Phase3_R19C10,Kabucuragye,female,2019-04-16,Sendusu
Enzirabahima_14_Phase1_R25C18,ITC1354,female,2019-04-17,Sendusu
Enzirabahima_14_Phase1_R26C17,ITC1354,female,2019-04-17,Sendusu
Entukura_14_Phase1_R6C17,Entukura,female,2019-04-18,Sendusu
Kabucuragye_14_Phase1_R19C9,Kabucuragye,female,2019-04-19,Sendusu
Enzirabahima_14_Phase1_R25C1,ITC1354,female,2019-04-19,Sendusu
Kazirakwe_14_Phase1_R30C1,ITC1355,female,2019-04-19,Sendusu
Nfuuka_14_Phase2_R14C10,Nfuuka,female,2019-04-19,Sendusu
Nakyetengu_16_Phase3_R8C10,IITA-Nakyetengu,female,2019-04-19,Sendusu
Enzirabahima_14_Phase2_R25C6,ITC1354,female,2019-04-20,Sendusu
25974S-17_14_R5P5,25974S-17,female,2019-04-20,Sendusu
Nakyetengu_14_Phase1_R8C5,IITA-Nakyetengu,female,2019-04-22,Sendusu
Kabucuragye_14_Phase1_R20C12,Kabucuragye,female,2019-04-22,Sendusu
Kazirakwe_14_Phase2_R30C8,ITC1355,female,2019-04-22,Sendusu
Entukura_16_Phase3_R6C5,Entukura,female,2019-04-22,Sendusu
Nakyetengu_14_Phase1_R7C1,IITA-Nakyetengu,female,2019-04-23,Sendusu
Nfuuka_14_Phase1_R13C10,Nfuuka,female,2019-04-24,Sendusu
Kazirakwe_16_Phase3_R28C8,ITC1355,female,2019-04-24,Sendusu
Enzirabahima_14_Phase2_R27C5,ITC1354,female,2019-04-24,Sendusu
Entukura_14_Phase1_R4C9,Entukura,female,2019-04-25,Sendusu
Enzirabahima_14_Phase1_R25C4,ITC1354,female,2019-04-25,Sendusu
Kazirakwe_14_Phase1_R28C4,ITC1355,female,2019-04-25,Sendusu
29364S-2_14_R11P9,29364S-2,female,2019-04-25,Sendusu
Kabucuragye_14_Phase1_R21C9,Kabucuragye,female,2019-04-26,Sendusu
Enzirabahima_14_Phase1_R27C1,ITC1354,female,2019-04-26,Sendusu
Tereza_14_Phase2_R18C10,Tereza,female,2019-04-26,Sendusu
Entukura_14_Phase1_R4C8,Entukura,female,2019-04-29,Sendusu
29364S-2_14_R12P5,29364S-2,female,2019-05-01,Sendusu
Nakyetengu_14_Phase1_R8C8,IITA-Nakyetengu,female,2019-05-01,Sendusu
Kazirakwe_14_Phase2_R30C4,ITC1355,female,2019-05-01,Sendusu
Tereza_14_Phase1_R16C17,Tereza,female,2019-05-02,Sendusu
Nakasabira_14_Phase1_R33C5,Nakasabira,female,2019-05-02,Sendusu
Enzirabahima_14_Phase1_R25C5,ITC1354,female,2019-05-02,Sendusu
Kazirakwe_16_Phase3_R29C7,ITC1355,female,2019-05-02,Sendusu
Nakasabira_16_Phase3_R33C5,Nakasabira,female,2019-05-02,Sendusu
Nakasabira_14_Phase2_R32C9,Nakasabira,female,2019-05-03,Sendusu
Tereza_14_Phase2_R16C1,Tereza,female,2019-05-03,Sendusu
Tereza_16_Phase3_R17C4,Tereza,female,2019-05-03,Sendusu
Tereza_16_Phase3_R16C6,Tereza,female,2019-05-03,Sendusu
Kabucuragye_14_Phase1_R19C13,Kabucuragye,female,2019-05-04,Sendusu
Entukura_14_Phase2_R5C6,Entukura,female,2019-05-04,Sendusu
Nfuuka_14_Phase1_R14C3,Nfuuka,female,2019-05-06,Sendusu
Tereza_14_Phase2_R17C2,Tereza,female,2019-05-06,Sendusu
Kazirakwe_14_Phase1_R28C6,ITC1355,female,2019-05-07,Sendusu
Nakasabira_14_Phase2_R32C4,Nakasabira,female,2019-05-07,Sendusu
Enzirabahima_16_Phase3_R25C5,ITC1354,female,2019-05-08,Sendusu
Kazirakwe_16_Phase3_R29C9,ITC1355,female,2019-05-09,Sendusu
Nakasabira_14_Phase2_R33C7,Nakasabira,female,2019-05-09,Sendusu
Nfuuka_14_Phase2_R14C8,Nfuuka,female,2019-05-11,Sendusu
Tereza_16_Phase3_R17C1,Tereza,female,2019-05-11,Sendusu
29275S-1_14_R7P6,29275S-1,female,2019-05-11,Sendusu
25974S-17_14_R4P6,25974S-17,female,2019-05-11,Sendusu
Nakyetengu_14_Phase1_R9C17,IITA-Nakyetengu,female,2019-05-13,Sendusu
Kabucuragye_14_Phase1_R20C1,Kabucuragye,female,2019-05-13,Sendusu
Entukura_16_Phase3_R6C9,Entukura,female,2019-05-13,Sendusu
Nakyetengu_16_Phase3_R8C8,IITA-Nakyetengu,female,2019-05-13,Sendusu
Entukura_14_Phase1_R4C16,Entukura,female,2019-05-14,Sendusu
Nfuuka_14_Phase1_R13C6,Nfuuka,female,2019-05-15,Sendusu
Enzirabahima_14_Phase1_R25C2,ITC1354,female,2019-05-15,Sendusu
Enzirabahima_14_Phase1_R27C18,ITC1354,female,2019-05-15,Sendusu
Entukura_14_Phase2_R6C3,Entukura,female,2019-05-15,Sendusu
Enzirabahima_14_Phase2_R25C7,ITC1354,female,2019-05-20,Sendusu
Entukura_14_Phase2_R5C2,Entukura,female,2019-05-20,Sendusu
Tereza_16_Phase3_R17C6,Tereza,female,2019-05-20,Sendusu
Kazirakwe_14_Phase1_R28C16,ITC1355,female,2019-05-21,Sendusu
Kabucuragye_14_Phase1_R19C4,Kabucuragye,female,2019-05-22,Sendusu
Nakasabira_14_Phase1_R31C5,Nakasabira,female,2019-05-22,Sendusu
Kabucuragye_16_Phase3_R20C2,Kabucuragye,female,2019-05-22,Sendusu
Nfuuka_14_Phase1_R13C8,Nfuuka,female,2019-05-23,Sendusu
Nakasabira_14_Phase1_R31C8,Nakasabira,female,2019-05-24,Sendusu
Kazirakwe_14_Phase2_R28C10,ITC1355,female,2019-05-24,Sendusu
Entukura_14_Phase2_R6C4,Entukura,female,2019-05-24,Sendusu
Entukura_14_Phase1_R4C4,Entukura,female,2019-05-26,Sendusu
Nakyetengu_16_Phase3_R8C1,IITA-Nakyetengu,female,2019-05-27,Sendusu
Enzirabahima_16_Phase3_R26C3,ITC1354,female,2019-05-27,Sendusu
Entukura_14_Phase1_R5C11,Entukura,female,2019-05-31,Sendusu
Nakyetengu_14_Phase1_R8C2,IITA-Nakyetengu,female,2019-06-03,Sendusu
Nakyetengu_14_Phase2_R7C4,IITA-Nakyetengu,female,2019-06-05,Sendusu
Entukura_16_Phase3_R6C10,Entukura,female,2019-06-05,Sendusu
Tereza_14_Phase1_R18C1,Tereza,female,2019-06-06,Sendusu
Kazirakwe_14_Phase1_R29C17,ITC1355,female,2019-06-07,Sendusu
Nakasabira_14_Phase2_R31C5,Nakasabira,female,2019-06-07,Sendusu
Nakyetengu_14_Phase2_R9C9,IITA-Nakyetengu,female,2019-06-07,Sendusu
29275S-1_14_R8P3,29275S-1,female,2019-06-07,Sendusu
Nfuuka_14_Phase1_R14C8,Nfuuka,female,2019-06-07,Sendusu
Tereza_14_Phase1_R18C1,Tereza,female,2019-06-07,Sendusu
Nakasabira_14_Phase1_R32C1,Nakasabira,female,2019-06-10,Sendusu
Nakasabira_14_Phase1_R32C4,Nakasabira,female,2019-06-10,Sendusu
29275S-4_14_R1P4,29275S-4,female,2019-06-08,Sendusu
Tereza_14_Phase1_R17C7,Tereza,female,2019-06-11,Sendusu
Enzirabahima_14_Phase1_R26C7,ITC1354,female,2019-06-11,Sendusu
Enzirabahima_16_Phase3_R27C5,ITC1354,female,2019-06-11,Sendusu
29275S-1_14_R9P1,29275S-1,female,2019-06-11,Sendusu
25974S-17_14_R4P4,25974S-17,female,2019-06-11,Sendusu
Nakasabira_14_Phase1_R33C13,Nakasabira,female,2019-06-14,Sendusu
Nakyetengu_14_Phase1_R7C11,IITA-Nakyetengu,female,2019-06-17,Sendusu
Nakasabira_14_Phase1_R32C10,Nakasabira,female,2019-06-17,Sendusu
Nakasabira_14_Phase1_R32C16,Nakasabira,female,2019-06-17,Sendusu
29364S-2_14_R12P1,29364S-2,female,2019-06-18,Sendusu
Kazirakwe_14_Phase1_R29C2,ITC1355,female,2019-06-19,Sendusu
Kazirakwe_14_Phase1_R28C1,ITC1355,female,2019-06-19,Sendusu
Nakasabira_14_Phase2_R32C3,Nakasabira,female,2019-06-19,Sendusu
25974S-17_14_R6P7,25974S-17,female,2019-06-19,Sendusu
29275S-1_14_R7P7,29275S-1,female,2019-06-20,Sendusu
Kazirakwe_14_Phase1_R29C10,ITC1355,female,2019-06-21,Sendusu
25974S-17_14_R5P8,25974S-17,female,2019-06-22,Sendusu
29275S-1_14_R7P6,29275S-1,female,2019-06-22,Sendusu
25974S-17_14_R4P2,25974S-17,female,2019-06-22,Sendusu
Enzirabahima_16_Phase3_R27C3,ITC1354,female,2019-06-22,Sendusu
Kazirakwe_14_Phase1_R28C4,ITC1355,female,2019-06-24,Sendusu
Kazirakwe_14_Phase1_R29C7,ITC1355,female,2019-06-24,Sendusu
Nakyetengu_14_Phase2_R9C10,IITA-Nakyetengu,female,2019-06-24,Sendusu
Kazirakwe_14_Phase2_R28C7,ITC1355,female,2019-06-27,Sendusu
Entukura_14_Phase2_R4C8,Entukura,female,2019-06-28,Sendusu
Tereza_14_Phase1_R18C14,Tereza,female,2019-06-29,Sendusu
Enzirabahima_14_Phase1_R27C2,ITC1354,female,2019-06-29,Sendusu
Enzirabahima_14_Phase2_R25C10,ITC1354,female,2019-06-29,Sendusu
Entukura_14_Phase1_R4C10,Entukura,female,2019-06-29,Sendusu
Enzirabahima_14_Phase1_R27C3,ITC1354,female,2019-07-01,Sendusu
29364S-2_14_R12P3,29364S-2,female,2019-07-01,Sendusu
Tereza_16_Phase3_R18C2,Tereza,female,2019-07-01,Sendusu
Nakyetengu_16_Phase3_R8C7,IITA-Nakyetengu,female,2019-07-01,Sendusu
Kazirakwe_14_Phase2_R29C3,ITC1355,female,2019-07-02,Sendusu
Kabucuragye_14_Phase1_R19C15,Kabucuragye,female,2019-07-05,Sendusu
Tereza_16_Phase3_R18C2,Tereza,female,2019-07-05,Sendusu
25974S-17_14_R6P6,25974S-17,female,2019-07-05,Sendusu
Nakyetengu_14_Phase1_R9C15,IITA-Nakyetengu,female,2019-07-10,Sendusu
Nakasabira_14_Phase1_R31C15,Nakasabira,female,2019-07-10,Sendusu
Enzirabahima_14_Phase2_R26C7,ITC1354,female,2019-07-06,Sendusu
29364S-2_14_R11P5,29364S-2,female,2019-07-10,Sendusu
25974S-17_14_R6P6,25974S-17,female,2019-07-10,Sendusu
Kazirakwe_14_Phase1_R28C14,ITC1355,female,2019-07-11,Sendusu
Enzirabahima_14_Phase2_R25C4,ITC1354,female,2019-07-11,Sendusu
Enzirabahima_14_Phase2_R25C1,ITC1354,female,2019-07-11,Sendusu
29364S-2_14_R12P7,29364S-2,female,2019-07-11,Sendusu
Kazirakwe_14_Phase1_R28C13,ITC1355,female,2019-07-12,Sendusu
Enzirabahima_14_Phase1_R25C16,ITC1354,female,2019-07-15,Sendusu
Nakyetengu_14_Phase1_R8C11,IITA-Nakyetengu,female,2019-07-16,Sendusu
Nakasabira_14_Phase2_R31C4,Nakasabira,female,2019-07-16,Sendusu
Nakasabira_14_Phase1_R31C3,Nakasabira,female,2019-07-18,Sendusu
Tereza_16_Phase3_R18C4,Tereza,female,2019-07-18,Sendusu
Nakyetengu_14_Phase1_R7C15,IITA-Nakyetengu,female,2019-07-19,Sendusu
Nakasabira_14_Phase1_R31C2,Nakasabira,female,2019-07-19,Sendusu
Nakasabira_14_Phase1_R33C16,Nakasabira,female,2019-07-19,Sendusu
Kazirakwe_16_Phase3_R29C1,ITC1355,female,2019-07-19,Sendusu
Tereza_14_Phase1_R17C17,Tereza,female,2019-07-19,Sendusu
Tereza_14_Phase1_R16C2,Tereza,female,2019-07-23,Sendusu
Kazirakwe_14_Phase2_R30C5,ITC1355,female,2019-07-23,Sendusu
Kabucuragye_14_Phase2_R20C3,Kabucuragye,female,2019-07-23,Sendusu
Kabucuragye_14_Phase2_R19C8,Kabucuragye,female,2019-07-23,Sendusu
Nakyetengu_16_Phase3_R8C6,IITA-Nakyetengu,female,2019-07-24,Sendusu
Nfuuka_14_Phase1_R15C7,Nfuuka,female,2019-07-24,Sendusu
Kazirakwe_14_Phase2_R29C5,ITC1355,female,2019-07-25,Sendusu
Entukura_16_Phase3_R6C3,Entukura,female,2019-07-25,Sendusu
Tereza_16_Phase3_R18C1,Tereza,female,2019-07-25,Sendusu
Kabucuragye_14_Phase2_R19C10,Kabucuragye,female,2019-07-25,Sendusu
Nakyetengu_14_Phase1_R8C16,IITA-Nakyetengu,female,2019-07-26,Sendusu
Nakasabira_14_Phase2_R33C5,Nakasabira,female,2019-07-26,Sendusu
Kazirakwe_14_Phase2_R29C6,ITC1355,female,2019-07-26,Sendusu
29275S-4_14_R2P5,29275S-4,female,2019-07-27,Sendusu
Entukura_14_Phase1_R5C3,Entukura,female,2019-07-29,Sendusu
Nakyetengu_16_Phase3_R7C1,IITA-Nakyetengu,female,2019-07-29,Sendusu
29364S-2_14_R12P1,29364S-2,female,2019-07-29,Sendusu
29364S-2_14_R10P6,29364S-2,female,2019-07-29,Sendusu
Nakyetengu_16_Phase3_R7C6,IITA-Nakyetengu,female,2019-07-30,Sendusu
Kabucuragye_14_Phase1_R21C10,Kabucuragye,female,2019-07-31,Sendusu
25974S-17_14_R6P3,25974S-17,female,2019-07-31,Sendusu
Nakasabira_16_Phase3_R33C9,Nakasabira,female,2019-07-31,Sendusu
Nakasabira_14_Phase1_R32C13,Nakasabira,female,2019-08-02,Sendusu
Kazirakwe_16_Phase3_R30C7,ITC1355,female,2019-08-02,Sendusu
Enzirabahima_14_Phase1_R26C10,ITC1354,female,2019-08-03,Sendusu
Kazirakwe_14_Phase1_R28C5,ITC1355,female,2019-08-03,Sendusu
Kazirakwe_14_Phase1_R30C8,ITC1355,female,2019-08-03,Sendusu
Kazirakwe_14_Phase1_R29C1,ITC1355,female,2019-08-05,Sendusu
25974S-17_14_R4P7,25974S-17,female,2019-08-05,Sendusu
Nakyetengu_14_Phase1_R7C4,IITA-Nakyetengu,female,2019-08-06,Sendusu
Enzirabahima_14_Phase1_R27C6,ITC1354,female,2019-08-06,Sendusu
Entukura_14_Phase1_R6C6,Entukura,female,2019-08-07,Sendusu
Nakasabira_14_Phase2_R31C10,Nakasabira,female,2019-08-07,Sendusu
Enzirabahima_14_Phase1_R26C11,ITC1354,female,2019-08-08,Sendusu
Nakasabira_14_Phase1_R33C11,Nakasabira,female,2019-08-08,Sendusu
29275S-1_14_R9P5,29275S-1,female,2019-08-08,Sendusu
29364S-2_14_R10P8,29364S-2,female,2019-08-08,Sendusu
Entukura_14_Phase1_R4C12,Entukura,female,2019-08-09,Sendusu
Entukura_14_Phase1_R4C14,Entukura,female,2019-08-09,Sendusu
Nakyetengu_14_Phase1_R9C3,IITA-Nakyetengu,female,2019-08-09,Sendusu
Enzirabahima_14_Phase2_R25C5,ITC1354,female,2019-08-09,Sendusu
Nakasabira_16_Phase3_R32C5,Nakasabira,female,2019-08-09,Sendusu
Kabucuragye_14_Phase1_R19C11,Kabucuragye,female,2019-08-10,Sendusu
Nakasabira_14_Phase1_R32C5,Nakasabira,female,2019-08-10,Sendusu
Nakasabira_14_Phase2_R33C6,Nakasabira,female,2019-08-10,Sendusu
Nakasabira_14_Phase1_R33C1,Nakasabira,female,2019-08-12,Sendusu
Kazirakwe_16_Phase3_R30C9,ITC1355,female,2019-08-12,Sendusu
25974S-17_14_R5P4,25974S-17,female,2019-08-12,Sendusu
Entukura_14_Phase1_R4C18,Entukura,female,2019-08-13,Sendusu
Kabucuragye_14_Phase1_R20C7,Kabucuragye,female,2019-08-15,Sendusu
Nakyetengu_14_Phase2_R7C8,IITA-Nakyetengu,female,2019-08-15,Sendusu
29275S-1_14_R8P3,29275S-1,female,2019-08-15,Sendusu
Entukura_14_Phase1_R6C8,Entukura,female,2019-08-16,Sendusu
Kazirakwe_14_Phase1_R28C8,ITC1355,female,2019-08-16,Sendusu
Enzirabahima_14_Phase2_R25C8,ITC1354,female,2019-08-16,Sendusu
Nfuuka_14_Phase2_R14C4,Nfuuka,female,2019-08-16,Sendusu
Nfuuka_14_Phase1_R15C2,Nfuuka,female,2019-08-21,Sendusu
Enzirabahima_14_Phase1_R27C16,ITC1354,female,2019-08-21,Sendusu
Nakyetengu_14_Phase1_R7C4,IITA-Nakyetengu,female,2019-08-21,Sendusu
Kazirakwe_14_Phase1_R30C4,ITC1355,female,2019-08-21,Sendusu
Kabucuragye_14_Phase2_R21C3,Kabucuragye,female,2019-08-21,Sendusu
Entukura_14_Phase2_R5C8,Entukura,female,2019-08-21,Sendusu
Entukura_14_Phase2_R6C1,Entukura,female,2019-08-21,Sendusu
Nakyetengu_14_Phase2_R8C10,IITA-Nakyetengu,female,2019-08-21,Sendusu
29364S-2_14_R11P8,29364S-2,female,2019-08-21,Sendusu
25974S-17_14_R6P1,25974S-17,female,2019-08-21,Sendusu
Nakasabira_14_Phase1_R33C12,Nakasabira,female,2019-08-22,Sendusu
Kabucuragye_14_Phase2_R21C3,Kabucuragye,female,2019-08-22,Sendusu
Entukura_14_Phase1_R6C7,Entukura,female,2019-08-23,Sendusu
Enzirabahima_14_Phase1_R26C12,ITC1354,female,2019-08-23,Sendusu
Nakyetengu_14_Phase2_R7C10,IITA-Nakyetengu,female,2019-08-23,Sendusu
Entukura_16_Phase3_R5C1,Entukura,female,2019-08-24,Sendusu
29364S-2_14_R11P9,29364S-2,female,2019-08-24,Sendusu
Nakyetengu_14_Phase1_R9C11,IITA-Nakyetengu,female,2019-08-26,Sendusu
Kazirakwe_14_Phase1_R30C14,ITC1355,female,2019-08-26,Sendusu
Kabucuragye_14_Phase2_R20C7,Kabucuragye,female,2019-08-26,Sendusu
Entukura_16_Phase3_R6C7,Entukura,female,2019-08-26,Sendusu
Kabucuragye_16_Phase3_R19C3,Kabucuragye,female,2019-08-26,Sendusu
Nakasabira_16_Phase3_R33C1,Nakasabira,female,2019-08-26,Sendusu
29275S-1_14_R7P5,29275S-1,female,2019-08-26,Sendusu
Nakasabira_16_Phase3_R32C4,Nakasabira,female,2019-08-27,Sendusu
Kabucuragye_14_Phase1_R20C2,Kabucuragye,female,2019-08-28,Sendusu
29275S-1_14_R9P3,29275S-1,female,2019-08-28,Sendusu
Kazirakwe_14_Phase1_R30C3,ITC1355,female,2019-08-29,Sendusu
Nakasabira_14_Phase1_R33C17,Nakasabira,female,2019-08-29,Sendusu
Entukura_14_Phase1_R5C10,Entukura,female,2019-08-30,Sendusu
Kazirakwe_14_Phase2_R30C1,ITC1355,female,2019-08-30,Sendusu
Entukura_16_Phase3_R6C9,Entukura,female,2019-08-30,Sendusu
Kabucuragye_16_Phase3_R21C3,Kabucuragye,female,2019-08-30,Sendusu
Kabucuragye_16_Phase3_R21C1,Kabucuragye,female,2019-08-30,Sendusu
Enzirabahima_16_Phase3_R25C3,ITC1354,female,2019-08-30,Sendusu
Nfuuka_14_Phase1_R13C11,Nfuuka,female,2019-09-03,Sendusu
Kazirakwe_14_Phase1_R29C4,ITC1355,female,2019-09-03,Sendusu
Kabucuragye_14_Phase2_R19C5,Kabucuragye,female,2019-09-02,Sendusu
Tereza_14_Phase2_R16C8,Tereza,female,2019-09-03,Sendusu
Nakyetengu_16_Phase3_R8C8,IITA-Nakyetengu,female,2019-09-04,Sendusu
Kabucuragye_16_Phase3_R21C5,Kabucuragye,female,2019-09-04,Sendusu
29275S-4_14_R1P7,29275S-4,female,2019-09-04,Sendusu
Nakyetengu_14_Phase1_R7C2,IITA-Nakyetengu,female,2019-09-05,Sendusu
Nfuuka_14_Phase1_R14C4,Nfuuka,female,2019-09-05,Sendusu
Enzirabahima_14_Phase1_R25C15,ITC1354,female,2019-09-05,Sendusu
Nakasabira_14_Phase1_R32C2,Nakasabira,female,2019-09-05,Sendusu
Entukura_14_Phase1_R4C2,Entukura,female,2019-09-06,Sendusu
Nakasabira_14_Phase1_R32C2,Nakasabira,female,2019-09-06,Sendusu
Nakasabira_14_Phase1_R33C14,Nakasabira,female,2019-09-06,Sendusu
Nakasabira_14_Phase2_R31C2,Nakasabira,female,2019-09-07,Sendusu
Nakyetengu_14_Phase2_R8C5,IITA-Nakyetengu,female,2019-09-07,Sendusu
Nakasabira_14_Phase2_R31C2,Nakasabira,female,2019-09-09,Sendusu
Entukura_14_Phase1_R4C17,Entukura,female,2019-09-11,Sendusu
Entukura_14_Phase1_R4C14,Entukura,female,2019-09-11,Sendusu
Nfuuka_14_Phase1_R13C5,Nfuuka,female,2019-09-11,Sendusu
Nakasabira_14_Phase1_R33C4,Nakasabira,female,2019-09-11,Sendusu
Tereza_14_Phase2_R17C10,Tereza,female,2019-09-11,Sendusu
Tereza_14_Phase2_R16C9,Tereza,female,2019-09-11,Sendusu
Entukura_14_Phase2_R6C6,Entukura,female,2019-09-11,Sendusu
Enzirabahima_14_Phase2_R26C5,ITC1354,female,2019-09-12,Sendusu
Nakasabira_16_Phase3_R32C2,Nakasabira,female,2019-09-12,Sendusu
Entukura_14_Phase2_R4C10,Entukura,female,2019-09-13,Sendusu
29275S-1_14_R9P8,29275S-1,female,2019-09-13,Sendusu
29275S-1_14_R9P9,29275S-1,female,2019-09-13,Sendusu
Enzirabahima_16_Phase3_R26C1,ITC1354,female,2019-09-16,Sendusu
Entukura_14_Phase2_R5C7,Entukura,female,2019-09-16,Sendusu
Enzirabahima_14_Phase2_R26C9,ITC1354,female,2019-09-16,Sendusu
Kazirakwe_14_Phase1_R29C8,ITC1355,female,2019-09-16,Sendusu
Enzirabahima_14_Phase1_R25C8,ITC1354,female,2019-09-16,Sendusu
Nfuuka_14_Phase1_R13C1,Nfuuka,female,2019-09-16,Sendusu
Entukura_14_Phase1_R5C2,Entukura,female,2019-09-16,Sendusu
Nakasabira_14_Phase1_R33C3,Nakasabira,female,2019-09-18,Sendusu
25974S-17_14_R5P8,25974S-17,female,2019-09-18,Sendusu
Kazirakwe_14_Phase2_R28C2,ITC1355,female,2019-09-19,Sendusu
Nakasabira_14_Phase2_R31C2,Nakasabira,female,2019-09-19,Sendusu
Tereza_14_Phase1_R17C12,Tereza,female,2019-09-20,Sendusu
Entukura_14_Phase1_R5C9,Entukura,female,2019-09-21,Sendusu
Nfuuka_14_Phase1_R15C9,Nfuuka,female,2019-09-21,Sendusu
Kabucuragye_14_Phase1_R19C16,Kabucuragye,female,2019-09-23,Sendusu
Kazirakwe_14_Phase1_R30C7,ITC1355,female,2019-09-21,Sendusu
Kazirakwe_14_Phase2_R28C9,ITC1355,female,2019-09-23,Sendusu
Nfuuka_16_Phase3_R13C10,Nfuuka,female,2019-09-23,Sendusu
29275S-1_14_R9P4,29275S-1,female,2019-09-23,Sendusu
Kabucuragye_14_Phase1_R19C17,Kabucuragye,female,2019-09-25,Sendusu
Enzirabahima_14_Phase1_R26C1,ITC1354,female,2019-09-25,Sendusu
Entukura_16_Phase3_R6C1,Entukura,female,2019-09-25,Sendusu
Entukura_16_Phase3_R4C7,Entukura,female,2019-09-25,Sendusu
29275S-4_14_R1P5,29275S-4,female,2019-09-25,Sendusu
29275S-4_14_R2P3,29275S-4,female,2019-09-25,Sendusu
Nfuuka_14_Phase1_R14C15,Nfuuka,female,2019-09-26,Sendusu
Enzirabahima_14_Phase1_R26C1,ITC1354,female,2019-09-25,Sendusu
Kazirakwe_14_Phase1_R29C1,ITC1355,female,2019-09-26,Sendusu
Nakasabira_14_Phase1_R32C8,Nakasabira,female,2019-09-26,Sendusu
Kazirakwe_14_Phase2_R29C7,ITC1355,female,2019-09-26,Sendusu
29275S-4_14_R2P3,29275S-4,female,2019-09-26,Sendusu
